85	3822	61.8223260643
86	3339	57.7840808528
87	2999	54.7631262804
88	2712	52.0768662652
89	2582	50.8133840637
90	2405	49.040799341
91	2298	47.9374592568
92	2191	46.8081189539
93	2019	44.9332838773
94	2036	45.1220566907
95	2028	45.0333209968
96	1891	43.4856298103
97	1924	43.8634243989
98	1928	43.9089968002
99	1818	42.6380112107
100	1819	42.6497362243
101	1731	41.6052881254
102	1775	42.1307488659
103	1812	42.5675933076
104	1795	42.3674403286
105	1726	41.5451561557
106	1711	41.3642357599
107	1709	41.3400532172
108	1745	41.7731971484
109	1752	41.8568990729
110	1762	41.9761837236
111	1758	41.9285105865
112	1683	41.0243829935
113	1649	40.6078810085
114	1680	40.9878030638
115	1677	40.9511904589
116	1644	40.5462698654
117	1616	40.1995024845
118	1688	41.0852771683
119	1750	41.8330013267
120	1702	41.2553026895
121	1604	40.049968789
122	1687	41.0731055558
123	1620	40.249223595
124	1590	39.8748040748
125	1609	40.1123422403
126	1657	40.7062648741
127	1620	40.249223595
128	1650	40.6201920232
129	1538	39.2173431023
130	1618	40.2243707222
131	1545	39.3064880141
132	1661	40.7553677446
133	1551	39.382737335
134	1565	39.5600808897
135	1547	39.3319208786
136	1600	40
137	1551	39.382737335
138	1561	39.5094925303
139	1517	38.9486841883
140	1546	39.3192065027
141	1560	39.4968353163
142	1488	38.574603044
143	1546	39.3192065027
144	1600	40
145	1506	38.8072158239
146	1519	38.9743505398
147	1503	38.76854395
148	1471	38.3536178215
149	1574	39.6736688498
150	1516	38.9358446679
151	1508	38.8329756779
152	1499	38.7169213652
153	1465	38.275318418
154	1476	38.4187454246
155	1474	38.3927076409
156	1555	39.4334883063
157	1469	38.3275357935
158	1521	39
159	1493	38.6393581727
160	1453	38.1182371051
161	1435	37.8813938498
162	1495	38.6652298584
163	1520	38.9871773792
164	1438	37.9209704517
165	1479	38.4577690461
166	1514	38.9101529167
167	1433	37.8549864615
168	1474	38.3927076409
169	1477	38.4317577012
170	1436	37.894590643
171	1403	37.4566416007
172	1432	37.8417758568
173	1368	36.9864840178
174	1439	37.9341534768
175	1480	38.4707681233
176	1419	37.6696164037
177	1400	37.4165738677
178	1422	37.7094152699
179	1427	37.775653535
180	1432	37.8417758568
181	1368	36.9864840178
182	1364	36.9323706252
183	1359	36.8646171823
184	1382	37.1752605909
185	1414	37.6031913539
186	1322	36.3593179254
187	1463	38.2491829978
188	1392	37.3095162124
189	1476	38.4187454246
190	1374	37.0675059857
191	1386	37.229020938
192	1413	37.5898922584
193	1404	37.4699879904
194	1409	37.5366487582
195	1443	37.9868398264
196	1421	37.6961536499
197	1441	37.9605057922
198	1398	37.3898381917
199	1380	37.148351242
200	1396	37.3630833845
201	1377	37.1079506306
202	1440	37.947331922
203	1403	37.4566416007
204	1338	36.5786823163
205	1324	36.3868107973
206	1420	37.6828873628
207	1371	37.0270171631
208	1391	37.2961123979
209	1378	37.1214223865
210	1368	36.9864840178
211	1390	37.2827037646
212	1399	37.4032084185
213	1326	36.4142829121
214	1420	37.6828873628
215	1357	36.8374809128
216	1402	37.4432904537
217	1374	37.0675059857
218	1425	37.7491721764
219	1440	37.947331922
220	1393	37.322915213
221	1421	37.6961536499
222	1409	37.5366487582
223	1375	37.0809924355
224	1320	36.3318042492
225	1348	36.7151195014
226	1258	35.4682957019
227	1378	37.1214223865
228	1325	36.4005494464
229	1353	36.7831483155
230	1369	37
231	1388	37.2558720204
232	1371	37.0270171631
