82	1339	36.5923489271
83	1405	37.483329628
84	1435	37.8813938498
85	1490	38.6005181312
86	1411	37.563279942
87	1352	36.7695526217
88	1285	35.8468966579
89	1283	35.8189893771
90	1249	35.3411940941
91	1236	35.1567916625
92	1197	34.597687784
93	1190	34.4963766213
94	1187	34.4528663539
95	1194	34.5543050863
96	1124	33.5261092285
97	1160	34.0587727319
98	1118	33.4365069946
99	1151	33.9263909074
100	1075	32.7871926215
101	1069	32.6955654485
102	1113	33.3616546352
103	1131	33.6303434416
104	1083	32.9089653438
105	1058	32.5269119346
106	1083	32.9089653438
107	1044	32.3109888428
108	1040	32.2490309932
109	1022	31.9687347263
110	1061	32.5729949498
111	1071	32.7261363439
112	1052	32.4345494805
113	1004	31.6859590355
114	1037	32.2024843762
115	1039	32.2335229226
116	1082	32.8937684068
117	1058	32.5269119346
118	1025	32.0156211872
119	996	31.5594676761
120	969	31.1287648325
121	1013	31.8276609257
122	968	31.1126983722
123	973	31.192947921
124	960	30.9838667697
125	994	31.5277655409
126	1039	32.2335229226
127	926	30.4302481094
128	946	30.7571129985
129	1017	31.8904374382
130	930	30.495901364
131	974	31.2089730687
132	945	30.7408522979
133	964	31.0483493925
134	924	30.3973683071
135	986	31.4006369362
136	954	30.886890423
137	900	30
138	927	30.4466746953
139	944	30.7245829915
140	915	30.2489669245
141	914	30.2324329157
142	982	31.336879232
143	869	29.478805946
144	894	29.8998327755
145	885	29.7489495613
146	913	30.2158898595
147	940	30.6594194335
148	854	29.2232783924
149	894	29.8998327755
150	931	30.5122926048
151	873	29.5465734054
152	884	29.7321374946
153	842	29.0172362571
154	905	30.083217913
155	934	30.5614135799
156	901	30.0166620396
157	877	29.6141857899
158	878	29.6310647801
159	891	29.8496231132
160	809	28.4429253067
161	846	29.0860791445
162	868	29.4618397253
163	828	28.7749891399
164	807	28.4077454227
165	836	28.9136645896
166	818	28.6006992922
167	864	29.3938769134
168	801	28.3019433962
169	815	28.5482048472
170	862	29.3598365118
171	846	29.0860791445
172	823	28.6879765756
173	806	28.3901391332
174	805	28.3725219182
175	837	28.930952283
176	849	29.1376045687
177	832	28.8444102037
178	820	28.6356421266
179	787	28.0535202782
180	766	27.6767050062
181	785	28.0178514522
182	837	28.930952283
183	761	27.5862284483
184	787	28.0535202782
185	771	27.7668867538
186	824	28.7054001888
187	790	28.1069386451
188	808	28.4253408071
189	777	27.8747197295
190	801	28.3019433962
191	796	28.2134719593
192	775	27.8388218142
193	770	27.748873851
194	784	28
195	780	27.9284800875
196	770	27.748873851
197	766	27.6767050062
198	737	27.147743921
199	740	27.2029410175
200	781	27.946377225
201	779	27.9105714739
202	778	27.892651362
203	758	27.5317997959
204	774	27.8208554865
205	739	27.1845544381
206	769	27.7308492477
207	781	27.946377225
208	712	26.6833281283
209	694	26.3438797446
210	729	27
211	741	27.2213151776
212	723	26.8886593195
213	703	26.5141471671
214	738	27.1661554144
215	748	27.3495886624
216	673	25.9422435421
217	732	27.0554985169
218	706	26.5706605112
219	712	26.6833281283
220	679	26.0576284416
221	668	25.8456959666
222	661	25.7099202644
223	693	26.3248931622
224	688	26.2297540972
225	658	25.6515106768
226	746	27.3130005675
227	695	26.3628526529
228	746	27.3130005675
229	696	26.3818119165
230	719	26.8141753556
231	727	26.9629375254
232	682	26.1151297144
233	689	26.2488094968
234	678	26.0384331326
235	692	26.3058928759
236	691	26.2868788562
237	699	26.4386081328
238	661	25.7099202644
239	657	25.632011236
240	647	25.436194684
241	734	27.0924343683
242	656	25.6124969497
243	651	25.5147016443
244	646	25.4165300543
245	666	25.8069758011
246	682	26.1151297144
247	686	26.1916017074
248	679	26.0576284416
249	693	26.3248931622
250	642	25.3377189186
251	678	26.0384331326
252	688	26.2297540972
253	654	25.5734237051
254	646	25.4165300543
255	667	25.8263431403
256	677	26.0192236625
257	652	25.5342906696
258	651	25.5147016443
259	647	25.436194684
260	651	25.5147016443
261	686	26.1916017074
262	673	25.9422435421
263	662	25.7293606605
264	662	25.7293606605
265	634	25.179356624
266	652	25.5342906696
267	672	25.9229627936
268	627	25.0399680511
